;date;type;registration;operator;fatalities;location;country;cat;corrected_year
12456;1973-05-20;ANTONOV AN-2R;CCCP-55798;AEROFLOT, UKRAINE;1;STAROBESHEVO DIS...;UKRAINE;A1;1973
12457;1973-05-25;TUPOLEV TU-104;UNREG.;AEROFLOT;0;SOUTHERN SIBERIA;RUSSIA;H2;1973
12458;1973-05-28;FOKKER F-27 FRIENDSHIP 200;AP-AUW;PIA;0;LYALLPUR;PAKISTAN;A1;1973
12459;1973-05-29;DOUGLAS C-47A (DC-3);CF-QBB;AIR GASPÃ©;4;NEAR RIMOUSKI AIRPORT...;CANADA;A1;1973
12460;1973-05-30;LOCKHEED L-188A ELECTRA;HK-1274;SAM COLOMBIA;0;BUENOS AIRES/EZE...;ARGENTINA;H2;1973
12461;1973-05-31;BOEING 737-2A8;VT-EAM;INDIAN AIRLINES;48;NEAR DELHI-INDIRA GAN...;INDIA;A1;1973
12463;1973-06-01;SE-210 CARAVELLE VI-N;PP-PDX;CRUZEIRO DO SUL;23;SÃ£O LUÃ­Z-MAREC...;BRAZIL;A1;1973
12464;1973-06-01;DOUGLAS DC-3-313;HI-117;AEROVIAS QUISQUEYANA;0;SANTIAGO;DOMINICAN REP.;U1;1973
12465;1973-06-03;TUPOLEV TU-144S;CCCP-77102;TUPOLEV;14;GOUSSAINVILLE;FRANCE;A1;1973
12466;1973-06-07;VICKERS 785D VISCOUNT;HK-1061;AEROLÃ­NEAS TAO;0;BOGOTÃ¡-ELDORADO...;COLOMBIA;A1;1973
12467;1973-06-09;BOEING 707-327C;PP-VLJ;VARIG;2;RIO DE JANEIRO-G...;BRAZIL;A1;1973
12468;1973-06-09;LOCKHEED L-1049H SUPER CONSTELLATION;N173W;AIRCRAFT SPECIALTIES;3;NEAR CASEY AIRPORT, QC;CANADA;A1;1973
12469;1973-06-09;CONSOLIDATED PBY-5A CATALINA;HK-1020;LINEAS AÃ©REAS INTERIORES DE CATALINA;1;NEAR VILLAVICENCIO-LA...;COLOMBIA;A1;1973
12470;1973-06-10;CONVAIR CV-440;N999JZ;AIR CAMBODGE;0;PHNOM PENH-POCHE...;CAMBODIA;O1;1973
12471;1973-06-10;DHC-6 TWIN OTTER;UNREG.;ROYAL NEPAL AIRLINES;0;BIHAR;INDIA;H2;1973
12472;1973-06-17;CONVAIR CV-240-0;CX-BHS;ARCO;0;COLONIA AIRPORT ...;URUGUAY;A1;1973
12473;1973-06-18;LEARJET 24B;D-IHLZ;PRIVATEÂ;4;WILHELMSHAVEN-MA...;GERMANY;A1;1973
12474;1973-06-20;DC-8-63;N863F;ONA;0;BANGOR INTERNATI...;USA;A2;1973
12475;1973-06-20;DC-9-15;XA-SOC;AEROMÃ©XICO;27;NEAR PUERTO VALLARTA ...;MEXICO;A1;1973
12476;1973-06-21;DC-8-53;CF-TIJ;AIR CANADA;0;TORONTO INTERNAT...;CANADA;O1;1973
12477;1973-06-21;DOUGLAS DC-7CF;N296;SKYWAYS INT., OP.FOR WARNACO INC;3;NEAR MIAMI INTERNATIO...;USA;A1;1973
12478;1973-06-21;ANTONOV AN-2R;CCCP-09228;AEROFLOT, KRASNOYARSK;2;NEAR ABAKAN;RUSSIA;A1;1973
12479;1973-06-21;HOWARD 350;N10TP;INTERNATIONAL FRUIT & PRODUCE CO.;0;NEAR ILOILO;PHILIPPINES;A1;1973
12480;1973-06-23;DC-8-61CF;N8960T;LOFTLEIDIR, LSF SEABOARD WORLD;0;NEW YORK-JOHN F....;USA;A2;1973
12481;1973-06-25;ANTONOV AN-2R;CCCP-32558;AEROFLOT, EAST SIBERIA;0;NEAR IRKUTSK;RUSSIA;A1;1973
12482;1973-06-30;TUPOLEV TU-134A;CCCP-65668;AEROFLOT, ARMENIA;9;AMMAN-MARKA INTE...;JORDAN;A1;1973
12484;1973-07-02;U-1A OTTER (DHC-3);0-53327;KHMER AIR FORCE;0;UNKNOWN;CAMBODIA;A1;1973
12485;1973-07-03;SE-210 CARAVELLE VI-N;VT-DPO;INDIAN AIRLINES;0;BOMBAY-SANTACRUZ...;INDIA;A1;1973
12486;1973-07-04;BOEING 737-287;LV-JTO;AEROLINEAS ARGENTINAS;0;HAVANA-JOSÃ© MAR...;CUBA;H2;1973
12487;1973-07-04;ILYUSHIN IL-14;CCCP-91534;AEROFLOT, FAR EAST;18;NEAR SHAKHTERSK;RUSSIA;A1;1973
12488;1973-07-04;NORD 2502F NORATLAS;6410;PORTUGUESE AF;0;TOTO;ANGOLA;A1;1973
12489;1973-07-04;ANTONOV AN-2;LZ-...;UNKNOWN;1;GORNA ORYAKHOVITSA;BULGARIA;A1;1973
12490;1973-07-05;HAWKER SIDDELEY HS-748;HK-1408;AVIANCA;3;BUCARAMANGA-GOME...;COLOMBIA;A1;1973
12491;1973-07-05;DOUGLAS C-47B (DC-3);5H-AAK;EAST AFRICAN AIRWAYS;0;MBEYA AIRPORT (MBI);TANZANIA;A1;1973
12492;1973-07-07;C-7 CARIBOU (DHC-4);UNREG.;VIETNAM AIR FORCE - VNAF;14;NEAR PHU QUOC;VIETNAM;A1;1973
12493;1973-07-09;TUPOLEV TU-124V;CCCP-45062;AEROFLOT, PRIVOLZHSK;2;NEAR KUYBYSHEV AIRPOR...;RUSSIA;A2;1973
12494;1973-07-10;CURTISS C-46F;N1312V;FAIRBANKS AIR SERVICE;0;BELUGA AIRPORT, ...;USA;A1;1973
12495;1973-07-11;BOEING 707-345C;PP-VJZ;VARIG;123;NEAR PARIS-ORLY AIRPO...;FRANCE;A1;1973
12496;1973-07-11;BN-2A ISLANDER;HP-570;UNKNOWN;10;CERRO MAJÃ©;PANAMA;A1;1973
12497;1973-07-12;BOEING B-17G;N620L;AIRCRAFT SPECIALITIES CORP.;2;EUREKA, NV;USA;A1;1973
12498;1973-07-14;SE-210 CARAVELLE VI-R;OY-SAN;STERLING AIRWAYS;0;STOCKHOLM-ARLAND...;SWEDEN;A1;1973
12499;1973-07-14;DOUGLAS DC-6B;OB-R-920;FAUCETT PERÃº;0;NEAR TAMBILLO;PERU;A1;1973
12500;1973-07-16;DOUGLAS C-47 (DC-3);5U-AAC;AIR NIGER;0;TOFAMANIR;NIGER;U1;1973
12501;1973-07-17;CONVAIR CV-640;HB-IMM;SATA;0;TROMSÃ¸/LANGNES ...;NORWAY;A1;1973
12502;1973-07-19;LOCKHEED EC-121K SUPER CONSTELLATION;145936;US NAVY;0;ATSUGI NAS (NJA);JAPAN;O1;1973
12503;1973-07-20;FOKKER F-27 FRIENDSHIP 100;VT-DMD;INDIAN AIRLINES;0;CALCUTTA AIRPORT...;INDIA;A2;1973
12504;1973-07-20;ANTONOV AN-2SX;CCCP-79827;AEROFLOT, AZERBAIJAN;1;SAATLI DISTRICT;AZERBAIJAN;A1;1973
12505;1973-07-22;BOEING 707-321B;N417PA;PAN AM;78;NEAR PAPEETE-FAAA AIR...;FRENCH POLYNESIA;A1;1973
12506;1973-07-23;BOEING 747-246B;JA8109;JAL;0;BENGHAZI-BENINA ...;LIBYA;H1;1973
12507;1973-07-23;FAIRCHILD FH-227B;N4215;OZARK AIR LINES;38;NEAR SAINT LOUIS-LAMB...;USA;A1;1973
12508;1973-07-25;CANADAIR CL-215;F-ZBBM;SECURITÃ© CIVILE;2;VIGNALE;FRANCE;A1;1973
12509;1973-07-26;ANTONOV AN-2R;CCCP-35559;AEROFLOT, NORTH KAVKAZ;0;NEAR ORDZHONIKIDZE;RUSSIA;A1;1973
12510;1973-07-27;BOEING 727-61;N127;FAA;0;NEAR YUKON, OK;USA;A2;1973
12511;1973-07-28;HAWKER SIDDELEY HS-748;XA-SAB;SAESA;0;NEAR ACAPULCO INTERNA...;MEXICO;A1;1973
12512;1973-07-31;DC-9-31;N975NE;DELTA AIR LINES;88;BOSTON-LOGAN INT...;USA;A1;1973
12513;1973-08-02;ANTONOV AN-2R;CCCP-70807;AEROFLOT, NORTH KAVKAZ;0;SHAKHTY;RUSSIA;A1;1973
12514;1973-08-02;ANTONOV AN-2R;CCCP-33242;AEROFLOT, FAR EAST;0;NEAR CHUMIKAN;RUSSIA;A1;1973
12515;1973-08-04;BN-2A-7 ISLANDER;PT-DVN;TAXI AÃ©REO CESAR AGUIAR;3;ITAITUBA AIRPORT...;BRAZIL;A1;1973
12516;1973-08-05;LOCKHEED L-1049 SUPER CONSTELLATION;N6202C;HAPPY HOURS AIR TRAVEL CLUB;0;TAMARAC, FL;USA;A1;1973
12517;1973-08-07;DOUGLAS C-47 (DC-3);HJ916;INDIAN AF;0;UNKNOWN;INDIA;U1;1973
12518;1973-08-08;BOEING 727-171C;N1728T;BRANIFF AIRWAYS;0;NEAR WASHINGTON, DC;USA;A2;1973
12519;1973-08-08;YAKOVLEV YAK-40;CCCP-87790;AEROFLOT, ARKHANGELSK;1;ARKHANGELSK AIRP...;RUSSIA;A1;1973
12520;1973-08-11;FOKKER F-27 FRIENDSHIP 500;F-BSUM;AIR FRANCE;0;STRASBOURG-ENTZH...;FRANCE;A2;1973
12521;1973-08-13;SE-210 CARAVELLE 10R;EC-BIC;AVIACO;85;NEAR LA CORUÃ±A AIRPO...;SPAIN;A1;1973
12522;1973-08-14;DHC-6 TWIN OTTER 100;CF-WWP;KENTING ATLAS AVIATION;0;NEAR EUREKA, NU;CANADA;A1;1973
12523;1973-08-15;BN-2A-6 ISLANDER;N38JA;TURKS & CAICOS AIRWAYS;10;DONDON;HAITI;A1;1973
12524;1973-08-15;BREGUET SP-13A ATLANTIC;257;DUTCH NAVY;0;NEAR WASSENAAR;NETHERLANDS;A1;1973
12525;1973-08-16;BOEING 720-023B;OD-AFR;MEA;0;TEL AVIV-LOD INT...;ISRAEL;H2;1973
12526;1973-08-16;ANTONOV AN-2V;CCCP-41373;AEROFLOT, KRASNOYARSK;0;KOTUI RIVER;RUSSIA;A1;1973
12527;1973-08-18;ANTONOV AN-24B;CCCP-46435;AEROFLOT, AZERBAIJAN;56;NEAR BAKU-BINA INTERN...;AZERBAIJAN;A1;1973
12528;1973-08-21;SE-210 CARAVELLE III;YV-C-AVI;AVENSA;0;BARQUISIMETO AIR...;VENEZUELA;A1;1973
12529;1973-08-22;DOUGLAS DC-3A-228F;HK-111;AVIANCA;16;NEAR EL YOPAL;COLOMBIA;A1;1973
12530;1973-08-25;FOKKER F-27 FRIENDSHIP 600;5-209;IRAN AF;5;NEAR CHALUS;IRAN;A1;1973
12531;1973-08-25;DOUGLAS DC-6;UNREG.;YEMEN AIRLINES;0;KUWAIT INTERNATI...;KUWAIT;H2;1973
12532;1973-08-27;LOCKHEED L-188A ELECTRA;HK-777;AEROCONDOR DE COLOMBIA;42;NEAR BOGOTÃ¡-ELDORADO...;COLOMBIA;A1;1973
12533;1973-08-28;LOCKHEED C-141A STARLIFTER;63-8077;USAF;24;NEAR HUEVA, GUADALAJARA;SPAIN;A1;1973
12534;1973-08-29;ANTONOV AN-2R;CCCP-28954;AEROFLOT, EAST SIBERIA;0;NEAR NERKHA, NIZHNEUD...;RUSSIA;A1;1973
12535;1973-08-29;TUPOLEV TU-104A;OK-MDE;CSA;0;NICOSIA AIRPORT ...;CYPRUS;A1;1973
12536;1973-08-30;ANTONOV AN-2TD;SP-DNK;APRL;0;KATOWICE;POLAND;A1;1973
12537;1973-08-30;ANTONOV AN-2TP;CCCP-09649;AEROFLOT, KRASNOYARSK;0;NEAR KYZYL;RUSSIA;A1;1973
12538;1973-08-31;BEECH 99;F-BSRZ;AVIA TAXI FRANCE;0;AUVERS;FRANCE;A1;1973
12539;1973-09-03;GRUMMAN SA-16A ALBATROSS (HU-16);AD.1-5;SPANISH AF;0;NEAR LAS PALMAS;SPAIN;A1;1973
12540;1973-09-04;HOWARD 250;N669M;OLIVER B. CANNON & SONS;3;PECOS CITY AIRPO...;USA;A1;1973
12541;1973-09-05;BOEING 727-121C;XV-NJC;AIR VIETNAM;0;NEAR BANGKOK;THAILAND;O2;1973
12542;1973-09-06;FAIRCHILD F-27;PI-C875;AIR MANILA INT.;0;DAET AIRPORT (DTE);PHILIPPINES;A1;1973
12543;1973-09-08;DC-8-63CF;N802WA;WORLD AIRWAYS;6;NEAR COLD BAY, AK;USA;A1;1973
12544;1973-09-08;ANTONOV AN-2;CCCP-41913;AEROFLOT, WEST SIBERIA;3;TOMSK-BOGASHEVO ...;RUSSIA;A1;1973
12545;1973-09-10;CONVAIR CV-990;N7876;CALIFORNIA AIRMOTIVE CORP.;0;GUAM-AGANA NAS (...;GUAM;A1;1973
12546;1973-09-10;LOCKHEED HERCULES C.1 (C-130K);XV198;RAF;5;COLERNE RAF STATION;U.K.;A1;1973
12547;1973-09-11;SE-210 CARAVELLE VI-N;YU-AHD;JAT;41;NEAR TITOGRAD;MONTENEGRO;A1;1973
12548;1973-09-12;DOUGLAS DC-3;XW-PKD;LANE XANG AIRLINES;0;KAMPOT AIRPORT (...;CAMBODIA;A1;1973
12549;1973-09-14;LOCKHEED 18 LEARSTAR I;N211W;MEDIA AVIATION;0;NEAR SANTA LUCÃ­A AIR...;MEXICO;A1;1973
12550;1973-09-15;ANTONOV AN-2R;CCCP-32213;AEROFLOT, PRIVOLZHSK;0;SAMARKAND REGION;UZBEKISTAN;A1;1973
12551;1973-09-16;ANTONOV AN-12B;LZ-BAA;BALKAN BULGARIAN;0;KUFRAH AIRPORT (...;LIBYA;A1;1973
12552;1973-09-17;ANTONOV AN-24B;BNMAU-4206;MIAT;0;WITHIN HOVD PROVINCE;MONGOLIA;A1;1973
12553;1973-09-21;GRUMMAN HU-16E ALBATROSS;2123;US COAST GUARD;6;GULF OF MEXICO;ATLANTIC OCEAN;A1;1973
12554;1973-09-23;SE-210 CARAVELLE III;7T-VAI;AIR ALGÃ©RIE;0;ALGIERS-DAR EL B...;ALGERIA;A1;1973
12555;1973-09-24;LOCKHEED L-1049H SUPER CONSTELLATION;N566E;HOLY NATION OF ISLAM INC;0;GARY REGIONAL AI...;USA;A1;1973
12556;1973-09-25;ROCKWELL 1121B JET COMMANDER;N200RC;CONTINENTAL JET CORP.;0;TAMPA INTERNATIO...;USA;O1;1973
12557;1973-09-25;LEARJET 25;N40LB;LISA JET;3;LINCOLN, NE;USA;A1;1973
12558;1973-09-27;CONVAIR CV-600;N94230;TEXAS INTERNATIONAL;11;BLACK FORK MOUNT...;USA;A1;1973
12559;1973-09-27;DOUGLAS C-47B (DC-3);43-6022;TURKISH AF;0;ANKARA-ETIMESGUT...;TURKEY;A1;1973
12560;1973-09-29;SE-210 CARAVELLE VI-R;EC-BBR;IBERIA;0;MADRID-BARAJAS A...;SPAIN;O1;1973
12561;1973-09-29;DOUGLAS C-47A (DC-3);PT-CEV;AERONORTE;5;ITAITUBA AIRPORT...;BRAZIL;A1;1973
12562;1973-09-30;TUPOLEV TU-104B;CCCP-42506;AEROFLOT, UZBEKISTAN;108;NEAR SVERDLOVSK-KOLTS...;RUSSIA;A1;1973
12563;1973-10-02;ANTONOV AN-12TB;CCCP-12967;AEROFLOT, YAKUTSK;10;NEAR MAGADAN;RUSSIA;A1;1973
12564;1973-10-02;DC-9;UNREG.;KLM;0;AMSTERDAM-SCHIPH...;NETHERLANDS;H2;1973
12565;1973-10-02;DOUGLAS C-47 (DC-3);T.3-25;SPANISH AF;0;UNKNOWN;UNKNOWN COUNTRY;A1;1973
12566;1973-10-05;ANTONOV AN-2;CCCP-04340;AEROFLOT, TYUMEN;0;MT. KHUUTA, AKSA...;RUSSIA;A1;1973
12567;1973-10-10;BOEING 727;UNREG.;MEXICANA;0;MEXICO CITY;MEXICO;H2;1973
12568;1973-10-10;LISUNOV LI-2;CCCP-71209;AEROFLOT, TURKMENISTAN;5;TASHAUZ AIRPORT ...;TURKMENISTAN;A1;1973
12569;1973-10-11;BAC ONE-ELEVEN;UNREG.;PHILIPPINE AIR LINES;0;HONG KONG-KAI TA...;HONG KONG;H2;1973
12570;1973-10-11;ANTONOV AN-2;CCCP-70880;AEROFLOT, ARMENIA;0;NEAR GORIS;ARMENIA;A1;1973
12571;1973-10-12;DH-125-1A;XA-COL;AVIONAS BANAMEX;9;NEAR ACAPULCO-ALVAREZ...;MEXICO;A1;1973
12572;1973-10-13;TUPOLEV TU-104B;CCCP-42486;AEROFLOT, GEORGIA;122;NEAR MOSKVA-DOMODEDOV...;RUSSIA;A1;1973
12573;1973-10-15;DHC-6 TWIN OTTER 300;9N-ABG;ROYAL NEPAL AIRLINES;0;LUKLA AIRPORT (LUA);NEPAL;A1;1973
12574;1973-10-15;LOCKHEED C-130E HERCULES;62-1845;USAF;7;SUGAR LOAF MOUNT...;USA;A1;1973
12575;1973-10-15;DOUGLAS C-47 (DC-3);UNREG.;ROYAL CAMBODIAN AIR FORCE;0;PNOM PENH-POCHEN...;CAMBODIA;C1;1973
12576;1973-10-16;BOEING 707-327C;OD-AFX;TMA;0;BOMBAY-SANTACRUZ...;INDIA;A2;1973
12577;1973-10-18;BOEING 727-228;F-BOJC;AIR FRANCE;1;MARSEILLE-MARIGN...;FRANCE;H2;1973
12578;1973-10-20;BOEING 727-14;XA-SEN;MEXICANA;0;NEAR MAZATLÃ¡N-GEN. R...;MEXICO;A1;1973
12579;1973-10-20;TUPOLEV TU-124V;CCCP-45031;AEROFLOT, MOSCOW;0;KAZAN AIRPORT;RUSSIA;A1;1973
12580;1973-10-20;BOEING 737-287C;LV-JNE;AEROLINEAS ARGENTINAS;0;YACUIBA AIRPORT ...;BOLIVIA;H2;1973
12581;1973-10-23;NAMC YS-11A-211;PP-SMJ;VASP;8;NEAR RIO DE JANEIRO-S...;BRAZIL;A1;1973
12582;1973-10-25;AVIA 14-32A;OK-MCV;CSA;0;BRNO-TURANY AIRP...;CZECH REP.;O1;1973
12583;1973-10-25;DOUGLAS DC-6A;N614SE;SPAN EAST AIRLINES;0;BISCAYNE BAY, FL;USA;A1;1973
12584;1973-10-25;ANTONOV AN-2R;CCCP-01609;AEROFLOT, URALSK;0;NEAR NYROB;RUSSIA;A1;1973
12585;1973-10-26;CURTISS C-46F;HK-1383;AEROCOSTA COLOMBIA;0;NEAR CARTAGENA, COLOM...;ATLANTIC OCEAN;A1;1973
12586;1973-10-27;ANTONOV AN-2P;CCCP-70408;AEROFLOT, WEST SIBERIA;0;KOLPASHEVO;RUSSIA;A1;1973
12587;1973-10-28;BOEING 737-222;N751N;PIEDMONT AIRLINES;0;GREENSBORO/HIGH ...;USA;A2;1973
12588;1973-10-29;BN-2A-6 ISLANDER;N37JA;SUN ISLAND AIR SERVICES;4;MOUNT GIMIE;SAINT LUCIA;A1;1973
12589;1973-10-31;DC-9-14;UNREG.;AVENSA;0;CARACAS;VENEZUELA;H2;1973
12590;1973-11-01;GRUMMAN HU-16B ALBATROSS;251;CHILEAN NAVY;3;NEAR QUILPÃ©;CHILE;A1;1973
12591;1973-11-02;HANDLEY PAGE HPR-7 HERALD 101;HK-718;LA URRACA;6;VILLAVICENCIO-LA...;COLOMBIA;A1;1973
12592;1973-11-02;YAKOVLEV YAK-40;CCCP-87607;AEROFLOT, CENTRAL REGION;2;MOSCOW;RUSSIA;H2;1973
12593;1973-11-03;DC-10-10;N60NA;NATIONAL AIRLINES;1;NEAR SOCORRO, NM;USA;A2;1973
12594;1973-11-03;BOEING 707-321C;N458PA;PAN AM;3;BOSTON-LOGAN INT...;USA;A1;1973
12595;1973-11-04;ANTONOV AN-2;CCCP-41978;AEROFLOT, EAST SIBERIA;0;NEAR KIRENSK;RUSSIA;A1;1973
12596;1973-11-04;C-7A CARIBOU (DHC-4);UNREG.;VIETNAM AIR FORCE - VNAF;29;NEAR BU PRANG CAMP;VIETNAM;A1;1973
12597;1973-11-05;SE-210 CARAVELLE VI-R;EC-BIA;IBERIA;0;MADRID-BARAJAS A...;SPAIN;O1;1973
12598;1973-11-12;NORD 262B-11;F-BLHT;ROUSSEAU AVIATION;0;NEAR CRAON;FRANCE;A1;1973
12599;1973-11-16;GRUMMAN C-2A GREYHOUND;152787;US NAVY;7;NEAR CHANIA-SOÃºDA AI...;GREECE;A1;1973
12600;1973-11-17;DOUGLAS C-47B (DC-3);XV-NIE;AIR VIETNAM;27;NEAR QUANG NGAI;VIETNAM;A1;1973
12601;1973-11-20;BN-2A ISLANDER;5Y-AMG;GOVERNMENT OF KENYA;0;DEBRE MARKOS;ETHIOPIA;A1;1973
12602;1973-11-21;DOUGLAS R4D-8 (SUPER DC-3);17171;US NAVY;0;SÃ³LHEIMASANDUR;ICELAND;A1;1973
12603;1973-11-23;DOUGLAS C-47 (DC-3);MM61832;ITALIAN AF;4;PORTO MARGHERA;ITALY;A1;1973
12604;1973-11-25;BOEING 747-206B;PH-BUA;KLM;0;DUBAI AIRPORT (DXB);U.A.E.;H2;1973
12605;1973-11-27;VICKERS VARSITY T.1;WF411;RAF;0;LITTLE RISSINGTO...;U.K.;A1;1973
12606;1973-11-27;DC-9-32;N3323L;DELTA AIR LINES;0;CHATTANOOGA MUNI...;USA;A1;1973
12607;1973-11-27;DC-9-31;N8967E;EASTERN AIR LINES;0;AKRON/CANTON REG...;USA;A1;1973
12608;1973-11-28;SHORTS SC.7 SKYVAN 3-200;N40DA;DELAWARE AIR FREIGHT;0;HUNTSVILLE-MADIS...;USA;O1;1973
12609;1973-11-28;ANTONOV AN-2R;SP-WCB;WSK OKECIE;0;SADOW;POLAND;A1;1973
12610;1973-11-29;AVIA 14T;3155;CZECHOSLOVAK AF;3;NEAR VESZPRÃ©M-SZENTK...;HUNGARY;A1;1973
12611;1973-12-01;DC-8-62CF;HB-IDK;SWISSAIR;0;GENÃ¨VE-COINTRIN...;SWITZERLAND;H2;1973
12612;1973-12-03;DHC-6 TWIN OTTER 100;8R-GCP;GUYANA AIRWAYS;3;KURUPUNG;GUYANA;A1;1973
12613;1973-12-03;DOUGLAS DC-3;XW-PHV;AIR UNION;0;NEAR PHNOM PENH AIRPO...;CAMBODIA;A1;1973
12614;1973-12-03;DHC-4A CARIBOU;803;OMAN AF;0;TAWI ATAIR;OMAN;A1;1973
12615;1973-12-04;BAC ONE-ELEVEN 521FH;LV-JNR;AUSTRAL LINEAS AÃ©REAS;0;BAHÃ­A BLANCA-CO...;ARGENTINA;A1;1973
12616;1973-12-07;CURTISS C-46D;CP-910;TAI;0;SANTA ANA;BOLIVIA;A1;1973
12617;1973-12-07;TUPOLEV TU-104B;CCCP-42503;AEROFLOT, GEORGIA;16;MOSKVA-DOMODEDOV...;RUSSIA;A1;1973
12618;1973-12-11;DOUGLAS R6D-1 (DC-6);131615;US NAVY;10;GREAT SITKIN ISL...;USA;A1;1973
12619;1973-12-11;CURTISS C-46;XW-PKK;AIR UNION;0;PHNOM PENH AIRPO...;CAMBODIA;A1;1973
12620;1973-12-12;DASSAULT FALCON 20C;LN-FOE;FRED OLSEN FLYVESELSKAP;0;NEAR NORWICH AIRPORT ...;U.K.;A1;1973
12621;1973-12-13;DOUGLAS DC-7B;CP-1048;FRIGORIFICOS MOVIMA;0;TRINIDAD AIRPORT...;BOLIVIA;A1;1973
12622;1973-12-13;DOUGLAS C-47A (DC-3);4W-ABR;YEMEN AIRLINES;0;TAIZ-AL JANAD AI...;YEMEN;A1;1973
12623;1973-12-15;LOCKHEED L-1049H SUPER CONSTELLATION;N6917C;AIRCRAFT POOL LEASING CORP.;9;NEAR MIAMI INTERNATIO...;USA;A1;1973
12624;1973-12-16;TUPOLEV TU-124V;CCCP-45061;AEROFLOT, LITHUANIA;51;NEAR KARACHAROVO;RUSSIA;A1;1973
12625;1973-12-17;BOEING 737-130;D-ABEY;LUFTHANSA;1;KUWAIT INTERNATI...;KUWAIT;H2;1973
12626;1973-12-17;CURTISS C-46A;CC-COA;T.A. SURAVIA;3;NEAR AYSÃ©N;CHILE;A1;1973
12627;1973-12-17;DC-10-30;EC-CBN;IBERIA;0;BOSTON-LOGAN INT...;USA;A1;1973
12628;1973-12-17;BOEING 707-321B;N407PA;PAN AM;30;ROMA-FIUMICINO A...;ITALY;C1;1973
12629;1973-12-19;ANTONOV AN-2TP;CCCP-40521;AEROFLOT, URALSK;2;NEAR SANATORNY;RUSSIA;A1;1973
12630;1973-12-20;BOEING 707-330B;D-ABOT;LUFTHANSA;0;NEAR DELHI-PALAM AIRP...;INDIA;A1;1973
12631;1973-12-21;CONVAIR CV-440-62;TAM-47;TAM;6;TALARA;PERU;A1;1973
12632;1973-12-21;YAKOVLEV YAK-40;CCCP-87629;AEROFLOT, ARMENIA;0;YEREVAN-EREBUNI ...;ARMENIA;A1;1973
12633;1973-12-22;SE-210 CARAVELLE VI-N;OO-SRD;SOBELAIR, OP.FOR RAM;106;NEAR TANGIER-BOUKHALE...;MOROCCO;A1;1973
12634;1973-12-23;TUPOLEV TU-124V;CCCP-45044;AEROFLOT, MOSCOW;17;NEAR VINNIKI;UKRAINE;A1;1973
12635;1973-12-23;SE-210 CARAVELLE VI-R;PP-PDV;CRUZEIRO DO SUL;0;MANAUS/PONTA PEL...;BRAZIL;A1;1973
12636;1973-12-23;LOCKHEED 414-08-10 HUDSON IV;VH-AGX;ADASTRA AIRWAYS;0;HORN ISLAND AIRP...;AUSTRALIA;A1;1973
12637;1973-12-24;ANTONOV AN-2V;CCCP-32448;AEROFLOT, KRASNOYARSK;1;NEAR KHANTAISKOYE OZERO;RUSSIA;A1;1973
12638;1973-12-27;DOUGLAS C-54B (DC-4);HK-1027;AVIANCA;0;CARTAGENA AIRPOR...;COLOMBIA;O1;1973
12639;1973-12-27;DOUGLAS DC-3A;N19428;FLORIDA NATIONAL AIRWAYS, OP.FOR SHAWNEE AIRLINES;0;NEAR WEST PALM BEACH, FL;USA;A1;1973
12640;1973-12-28;DOUGLAS C-49E (DC-3DST-144);ZS-DAK;EXECUTIVE FUNDS;1;NEAR DURBAN-LOUIS BOT...;SOUTH AFRICA;A1;1973
12641;1973-12-29;NORD 262A-24;F-BNTT;ROUSSEAU AVIATION;0;DOLE;FRANCE;A1;1973
12642;1973-12-29;DOUGLAS C-53D-DO (DC-3);EM-3;CHINA AIRLINES, OP.FOR AIR AMERICA;0;DALAT/CAM-LY;VIETNAM;A1;1973
12647;1974-01-01;FOKKER F-28 FELLOWSHIP 1000;I-TIDE;ITAVIA;38;NEAR TORINO AIRPORT (...;ITALY;A1;1974
12648;1974-01-02;DOUGLAS DC-6B;OH-KDC;PRIVATE;0;ANTWERPEN-DEURNE...;BELGIUM;O1;1974
12649;1974-01-03;DC-8;UNREG.;AIR JAMAICA;0;KINGSTON AIRPORT...;JAMAICA;H2;1974
12650;1974-01-04;SABRELINER 40;N34W;MIDWEST OIL;2;MIDLAND, TX;USA;A1;1974
12651;1974-01-05;LOCKHEED 18 LODESTAR;HK-1146;AEROPESCA COLOMBIA;0;BOGOTÃ¡-ELDORADO...;COLOMBIA;A1;1974
12652;1974-01-06;BEECH 99A;N125AE;AIR EAST;12;JOHNSTOWN-CAMBRI...;USA;A1;1974
12653;1974-01-06;ANTONOV AN-24B;CCCP-46357;AEROFLOT, UKRAINE;24;MUKACHEVO;UKRAINE;A1;1974
12654;1974-01-06;CURTISS C-46F;CP-990;SAB;4;UNDUAVI;BOLIVIA;A1;1974
12655;1974-01-07;ANTONOV AN-12BP;UNREG.;SOVIET AF;26;NEAR VITEBSK AIRPORT ...;RUSSIA;A1;1974
12656;1974-01-07;ANTONOV AN-12A;BL740;INDIAN AF;0;CHENNAI AIRPORT ...;INDIA;A1;1974
12657;1974-01-08;DOUGLAS VC-47B (DC-3);6162;PORTUGUESE AF;0;VILA CABRAL AIRP...;MOZAMBIQUE;A1;1974
12658;1974-01-09;HAWKER SIDDELEY HS-748;FAC-1103;SATENA;32;NEAR FLORENCIA;COLOMBIA;A1;1974
12659;1974-01-10;DOUGLAS DC-4;TAM-52;TAM;24;NEAR LA PAZ;BOLIVIA;A1;1974
